business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,Neighborhoods (old),Police Districts,Supervisor Districts,Fire Prevention Districts,Zip Codes,Analysis Neighborhoods
87443,Evil Eye,2937 Mission St,San Francisco,CA,94110,,,,14155813779,87443_20180202,02/02/2018 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
78102,Pho Luen Fat Bakery & Restaurant,110 Leland Ave,San Francisco,CA,94134,,,,,78102_20170323,03/23/2017 12:00:00 AM,,Routine - Unscheduled,78102_20170323_103105,Improper cooling methods,High Risk,,,,,,
94616,Mr. Bread,1018 Taraval St,San Francisco,CA,94116,,,,,94616_20180426,04/26/2018 12:00:00 AM,,Non-inspection site visit,,,,,,,,,
87271,Illy Caffe SF_Sansome,505 Sansome St Ste. 101,San Francisco,CA,94111,,,,,87271_20190429,04/29/2019 12:00:00 AM,,Routine - Unscheduled,87271_20190429_103133,Foods not protected from contamination,Moderate Risk,,,,,,
66522,Java House LLC,PIER 40,San Francisco,CA,94107,,,,,66522_20170809,08/09/2017 12:00:00 AM,,Routine - Unscheduled,66522_20170809_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
85694,Steap Tea  Bar,827 Sacramento St,San Francisco,CA,94108,,,,,85694_20161018,10/18/2016 12:00:00 AM,,New Ownership,,,,,,,,,
91907,Saint Frank Coffee,1081 Mission St.,San Francisco,CA,94103,,,,,91907_20170922,09/22/2017 12:00:00 AM,,Routine - Unscheduled,91907_20170922_103131,Moderate risk vermin infestation,Moderate Risk,,,,,,
69792,Samiramis Imports,2990 MISSION St,San Francisco,CA,94110,37.74923,-122.418224,POINT (-122.418224 37.74923),14155826555,69792_20161021,10/21/2016 12:00:00 AM,,Routine - Unscheduled,69792_20161021_103131,Moderate risk vermin infestation,Moderate Risk,19,4,7,2,28859,20
82413,Farmhouse Kitchen Thai Cuisine,710 Florida St,San Francisco,CA,94110,,,,,82413_20170124,01/24/2017 12:00:00 AM,,Routine - Unscheduled,82413_20170124_103103,High risk food holding temperature,High Risk,,,,,,
70849,Tacos El Triunfo,319 Bayshore Blvd,San Francisco,CA,94124,,,,,70849_20171103,11/03/2017 12:00:00 AM,,Routine - Unscheduled,70849_20171103_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,,
79801,Royal Cuckoo Market,3368 19th St,San Francisco,CA,94110,,,,,79801_20170830,08/30/2017 12:00:00 AM,,Routine - Unscheduled,79801_20170830_103120,Moderate risk food holding temperature,Moderate Risk,,,,,,
83476,Kio Ramen,3528 Balboa St,San Francisco,CA,94121,,,,14155535056,83476_20161021,10/21/2016 12:00:00 AM,,Routine - Unscheduled,83476_20161021_103161,Low risk vermin infestation,Low Risk,,,,,,
77681,Tart To Tart Inc.,641 Irving St,San Francisco,CA,94122,,,,14155507068,77681_20180301,03/01/2018 12:00:00 AM,,Routine - Unscheduled,77681_20180301_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
86180,"Tian Tian Market, Inc.",1117 Stockton St,San Francisco,CA,94133,,,,,86180_20170823,08/23/2017 12:00:00 AM,,Routine - Unscheduled,86180_20170823_103132,Improper thawing methods,Moderate Risk,,,,,,
88722,Armenian Cultural Center,825 Brotherhood Way,San Francisco,CA,94132,,,,14155588686,88722_20170324,03/24/2017 12:00:00 AM,,Routine - Unscheduled,88722_20170324_103139,Improper food storage,Low Risk,,,,,,
90581,Media Noche,3465 19th St.,San Francisco,CA,94110,,,,,90581_20180112,01/12/2018 12:00:00 AM,,Complaint,,,,,,,,,
87272,DaDa Bar,65 Post St,San Francisco,CA,94104,,,,,87272_20170925,09/25/2017 12:00:00 AM,,Routine - Unscheduled,87272_20170925_103143,Inadequate warewashing facilities or equipment,Low Risk,,,,,,
83808,2227 Irving Seafood Market Inc,2227 Irving St,San Francisco,CA,94122,,,,14155215212,83808_20190502,05/02/2019 12:00:00 AM,,Routine - Unscheduled,83808_20190502_103139,Improper food storage,Low Risk,,,,,,
89545,The Pub,900 North Point St Ste. H104,San Francisco,CA,94109,,,,,89545_20190507,05/07/2019 12:00:00 AM,,Routine - Unscheduled,89545_20190507_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
81796,Barry's Boot Camp,2246 Lombard St,San Francisco,CA,94123,,,,,81796_20180105,01/05/2018 12:00:00 AM,,Routine - Unscheduled,81796_20180105_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,,
75613,Golden Ocean Quickly,1650 Holloway Ave,San Francisco,CA,94132,,,,14155727698,75613_20171128,11/28/2017 12:00:00 AM,,Routine - Unscheduled,75613_20171128_103121,Inadequate procedures or records for time as a public health control,Moderate Risk,,,,,,
85562,Ying Hui Chinese Restaurant,5125 Mission St,San Francisco,CA,94112,,,,,85562_20170606,06/06/2017 12:00:00 AM,,Routine - Unscheduled,85562_20170606_103132,Improper thawing methods,Moderate Risk,,,,,,
80940,Goodfellas Pizzeria & Grill,377 Bay St Suite A,San Francisco,CA,94133,,,,14155391000,80940_20170302,03/02/2017 12:00:00 AM,,Complaint Reinspection/Followup,,,,,,,,,
70416,Starbucks Coffee #17517,100 01st St,San Francisco,CA,94105,,,,,70416_20161221,12/21/2016 12:00:00 AM,,Routine - Unscheduled,70416_20161221_103145,Improper storage of equipment utensils or linens,Low Risk,,,,,,
91289,Lapats Thai Noodles Bar,601 Larkin St,San Francisco,CA,94109,,,,,91289_20170905,09/05/2017 12:00:00 AM,,Routine - Unscheduled,91289_20170905_103103,High risk food holding temperature,High Risk,,,,,,
81383,Sammy's Cafe,1416 Bush St,San Francisco,CA,94109,,,,,81383_20161024,10/24/2016 12:00:00 AM,,Routine - Unscheduled,81383_20161024_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
90710,The Crepe Cafe,333 Jefferson St,San Francisco,CA,94133,,,,14155786777,90710_20170809,08/09/2017 12:00:00 AM,,Routine - Unscheduled,90710_20170809_103132,Improper thawing methods,Moderate Risk,,,,,,
77532,Andi's Market,820 Cortland Ave,San Francisco,CA,94110,,,,,77532_20171012,10/12/2017 12:00:00 AM,,Non-inspection site visit,,,,,,,,,
87639,Golden Burma Restaurant,15 Boardman Place,San Francisco,CA,94103,,,,14155738282,87639_20170627,06/27/2017 12:00:00 AM,,Routine - Unscheduled,87639_20170627_103132,Improper thawing methods,Moderate Risk,,,,,,
7033,Sunset Strip,2601 Judah Street,San Francisco,CA,94122,37.761083,-122.490019,POINT (-122.490019 37.761083),,7033_20170208,02/08/2017 12:00:00 AM,,Routine - Unscheduled,7033_20170208_103109,Unclean or unsanitary food contact surfaces,High Risk,35,8,3,1,56,35
88202,Starco Mart,1070 Howard St,San Francisco,CA,94103,,,,,88202_20180314,03/14/2018 12:00:00 AM,,Routine - Unscheduled,88202_20180314_103133,Foods not protected from contamination,Moderate Risk,,,,,,
77004,Andytown Coffee Roasters,3655 Lawton St,San Francisco,CA,94122,,,,14155759775,77004_20171106,11/06/2017 12:00:00 AM,,Routine - Unscheduled,,,,,,,,,
76401,Bun Mee,650 Market St,San Francisco,CA,94104,,,,,76401_20171228,12/28/2017 12:00:00 AM,,Routine - Unscheduled,76401_20171228_103157,Food safety certificate or food handler card not available,Low Risk,,,,,,
69717,Craw Station,1336 09th Ave,San Francisco,CA,94122,,,,,69717_20180131,01/31/2018 12:00:00 AM,,Routine - Unscheduled,69717_20180131_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
90710,The Crepe Cafe,333 Jefferson St,San Francisco,CA,94133,,,,14155786777,90710_20180202,02/02/2018 12:00:00 AM,,Routine - Unscheduled,90710_20180202_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,,
80120,"Boba Guys, Inc.",429 Stockton St,San Francisco,CA,94108,,,,,80120_20170601,06/01/2017 12:00:00 AM,,Routine - Unscheduled,80120_20170601_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
90971,Esan Classic,739 Larkin St,San Francisco,CA,94109,,,,,90971_20180320,03/20/2018 12:00:00 AM,,Routine - Unscheduled,90971_20180320_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
98154,EL RINCONCITO CATRACHO 2,2976 MISSION ST,San Francisco,CA,94110,,,,,98154_20190426,04/26/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
91767,"Parc 55 San Francisco, a Hilton Hotel",55 Cyril Magnin St,San Francisco,CA,94102,,,,,91767_20170814,08/14/2017 12:00:00 AM,,New Ownership,,,,,,,,,
88723,Chipotle Mexican Grill #2828,"400 Howard St, Suite 110",San Francisco,CA,94105,,,,,88723_20170627,06/27/2017 12:00:00 AM,,Routine - Unscheduled,88723_20170627_103107,Improper reheating of food,High Risk,,,,,,
77532,Andi's Market,820 Cortland Ave,San Francisco,CA,94110,,,,,77532_20171003,10/03/2017 12:00:00 AM,,Routine - Unscheduled,77532_20171003_103141,Improper food labeling or menu misrepresentation,Low Risk,,,,,,
75530,Super Duper Burgers,98 Mission St,San Francisco,CA,94105,,,,,75530_20161209,12/09/2016 12:00:00 AM,,Routine - Unscheduled,75530_20161209_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,,
89130,Tasty Pot,815 Clement St,San Francisco,CA,94118,,,,,89130_20170628,06/28/2017 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
83808,2227 Irving Seafood Market Inc,2227 Irving St,San Francisco,CA,94122,,,,14155215212,83808_20190502,05/02/2019 12:00:00 AM,,Routine - Unscheduled,83808_20190502_103138,Improper storage use or identification of toxic substances,Low Risk,,,,,,
86152,Jamba Juice,74 New Montgomery St.,San Francisco,CA,94108,,,,14155205946,86152_20190515,05/15/2019 12:00:00 AM,,Routine - Unscheduled,86152_20190515_103156,Permit license or inspection report not posted,Low Risk,,,,,,
81518,Senor Sisig #3,OFF The Grid,San Francisco,CA,,,,,14155605048,81518_20170917,09/17/2017 12:00:00 AM,,Routine - Unscheduled,81518_20170917_103133,Foods not protected from contamination,Moderate Risk,,,,,,
82963,Anzu To You,428 11th St,San Francisco,CA,,,,,,82963_20170726,07/26/2017 12:00:00 AM,,Routine - Unscheduled,82963_20170726_103145,Improper storage of equipment utensils or linens,Low Risk,,,,,,
69618,Fancy Wheatfield Bakery,1362 Stockton St,San Francisco,CA,94133,,,,,69618_20171213,12/13/2017 12:00:00 AM,,Routine - Unscheduled,69618_20171213_103114,High risk vermin infestation,High Risk,,,,,,
80620,Cafe 55,55 Stockton St,San Francisco,CA,,,,,14155977688,80620_20170508,05/08/2017 12:00:00 AM,,Routine - Unscheduled,80620_20170508_103139,Improper food storage,Low Risk,,,,,,
74358,Mikkeller Bar,34 Mason St,San Francisco,CA,94102,,,,,74358_20171102,11/02/2017 12:00:00 AM,,Routine - Unscheduled,74358_20171102_103120,Moderate risk food holding temperature,Moderate Risk,,,,,,
87624,Proper Food,235 2nd St,San Francisco,CA,94105,,,,,87624_20161018,10/18/2016 12:00:00 AM,,Complaint,,,,,,,,,
81667,Crazy Pepper,2257 San Jose Ave,San Francisco,CA,94112,,,,14155738687,81667_20170503,05/03/2017 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
78489,Celtic Catering Inc.,167 Leland Ave,San Francisco,CA,94134,,,,,78489_20170218,02/18/2017 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
89128,The Bird,115 New Montgomery St,San Francisco,CA,94105,,,,,89128_20170320,03/20/2017 12:00:00 AM,,Routine - Unscheduled,89128_20170320_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
88756,Sweet Basil Thai Cuisine,3221 Mission St,San Francisco,CA,94110,,,,,88756_20170601,06/01/2017 12:00:00 AM,,Routine - Unscheduled,88756_20170601_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,,
90137,Joe & The Juice,525 Market St,San Francisco,CA,94105,,,,,90137_20170121,01/21/2017 12:00:00 AM,,Routine - Unscheduled,90137_20170121_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,,
75353,Grumpy Cafe,66 Dorman Ave,San Francisco,CA,94124,,,,,75353_20170705,07/05/2017 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
78102,Pho Luen Fat Bakery & Restaurant,110 Leland Ave,San Francisco,CA,94134,,,,,78102_20180321,03/21/2018 12:00:00 AM,,Routine - Unscheduled,78102_20180321_103109,Unclean or unsanitary food contact surfaces,High Risk,,,,,,
91160,Les Gourmands Bakery,900 Folsom St Unit A,San Francisco,CA,94107,,,,,91160_20170926,09/26/2017 12:00:00 AM,,New Construction,,,,,,,,,
77031,Golden Horse Restaurant,1060 Hyde St,San Francisco,CA,94109,,,,,77031_20180123,01/23/2018 12:00:00 AM,,Routine - Unscheduled,77031_20180123_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,,
77667,Grain D'or,236 Clement St,San Francisco,CA,94118,,,,,77667_20180109,01/09/2018 12:00:00 AM,,Routine - Unscheduled,77667_20180109_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
92301,"Beautifull, LLC",1566 Carroll Ave.,San Francisco,CA,94124,,,,,92301_20170901,09/01/2017 12:00:00 AM,,Routine - Unscheduled,,,,,,,,,
65139,Wo Chong,863 Washington St,San Francisco,CA,94108,37.795004,-122.407606,POINT (-122.407606 37.795004),,65139_20190426,04/26/2019 12:00:00 AM,,Routine - Unscheduled,65139_20190426_103129,Insufficient hot water or running water,Moderate Risk,4,1,10,3,28857,6
90672,Baron's Quality Meat & Seafood,1706 Church St,San Francisco,CA,94131,,,,14150335926,90672_20170317,03/17/2017 12:00:00 AM,,Complaint Reinspection/Followup,,,,,,,,,
69527,Dinosaurs,2522 Ocean Ave.,San Francisco,CA,94132,,,,14155676430,69527_20170808,08/08/2017 12:00:00 AM,,Routine - Unscheduled,69527_20170808_103147,Inadequate ventilation or lighting,Low Risk,,,,,,
82869,Szechuan Taste Restaurant Inc,917 Taraval St,San Francisco,CA,94116,,,,14155688383,82869_20170801,08/01/2017 12:00:00 AM,,Routine - Unscheduled,82869_20170801_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
79525,El Ahorro,3456 Mission St,San Francisco,CA,94110,,,,,79525_20180105,01/05/2018 12:00:00 AM,,Routine - Unscheduled,79525_20180105_103120,Moderate risk food holding temperature,Moderate Risk,,,,,,
86277,Moonraker Mobile LLC,Off The Grid,San Francisco,CA,,,,,,86277_20170802,08/02/2017 12:00:00 AM,,Routine - Unscheduled,86277_20170802_103156,Permit license or inspection report not posted,Low Risk,,,,,,
80484,Omakase,665 Townsend St,San Francisco,CA,94103,,,,,80484_20161102,11/02/2016 12:00:00 AM,,Routine - Unscheduled,80484_20161102_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
80285,Taylor St. Coffee Shop,375 Taylor St,San Francisco,CA,94102,,,,,80285_20170213,02/13/2017 12:00:00 AM,,Routine - Unscheduled,80285_20170213_103120,Moderate risk food holding temperature,Moderate Risk,,,,,,
92441,"Music Hall, LLC dba Great American Music Hall",859 O'Farrell St,San Francisco,CA,94109,,,,14155880759,92441_20190501,05/01/2019 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
78819,San Francisco Champagne Society,1097 Howard St #101,San Francisco,CA,94103,,,,,78819_20171205,12/05/2017 12:00:00 AM,,Routine - Unscheduled,,,,,,,,,
84587,Lady Saigon,Off The Grid,San Francisco,CA,,,,,,84587_20170726,07/26/2017 12:00:00 AM,,Routine - Unscheduled,84587_20170726_103114,High risk vermin infestation,High Risk,,,,,,
80242,Wing Lee BBQ Restaurant,501 Clement St.,San Francisco,CA,94118,,,,,80242_20170502,05/02/2017 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
77566,GreenSurge,2301 Market St,San Francisco,CA,94114,,,,14155814131,77566_20170714,07/14/2017 12:00:00 AM,,Routine - Unscheduled,77566_20170714_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
91300,Zzan,643 Post St,San Francisco,CA,94109,,,,,91300_20170413,04/13/2017 12:00:00 AM,,New Ownership,,,,,,,,,
88508,McDonald's,5454 Mission St,San Francisco,CA,94112,,,,,88508_20180305,03/05/2018 12:00:00 AM,,Routine - Unscheduled,88508_20180305_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
85337,Illy Caffe SF_Market St,2349 Market St,San Francisco,CA,94114,,,,14150209234,85337_20180301,03/01/2018 12:00:00 AM,,Non-inspection site visit,,,,,,,,,
81460,"Le Soleil International Holdings, Inc",133 Clement  St.,San Francisco,CA,94118,,,,14155664848,81460_20180117,01/17/2018 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
63493,The Golden West,8 Trinity Pl,San Francisco,CA,94104,37.790053,-122.402586,POINT (-122.402586 37.790053),14155270896,63493_20171228,12/28/2017 12:00:00 AM,,Routine - Unscheduled,63493_20171228_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,6,1,10,4,28854,8
76543,Curry Leaf,943 Columbus Ave,San Francisco,CA,94133,,,,,76543_20161229,12/29/2016 12:00:00 AM,,Routine - Unscheduled,76543_20161229_103105,Improper cooling methods,High Risk,,,,,,
87951,Wok Station Inc,2154 Irving St,San Francisco,CA,94122,,,,14155639998,87951_20171023,10/23/2017 12:00:00 AM,,Routine - Unscheduled,87951_20171023_103139,Improper food storage,Low Risk,,,,,,
76218,Tenderloin Market & Deli,200 Leavenworth,San Francisco,CA,94102,,,,,76218_20170309,03/09/2017 12:00:00 AM,,Routine - Unscheduled,76218_20170309_103139,Improper food storage,Low Risk,,,,,,
81167,Kan Ramen,229 Columbus Ave,San Francisco,CA,94133,,,,14155316027,81167_20170419,04/19/2017 12:00:00 AM,,Routine - Unscheduled,81167_20170419_103105,Improper cooling methods,High Risk,,,,,,
86490,3Geeks,Off The Grid,San Francisco,CA,,,,,,86490_20171020,10/20/2017 12:00:00 AM,,Routine - Unscheduled,86490_20171020_103133,Foods not protected from contamination,Moderate Risk,,,,,,
5316,Nick's Lighthouse,Pier 45  Shed B Space 1A,San Francisco,CA,94133,,,,,5316_20170113,01/13/2017 12:00:00 AM,,Routine - Unscheduled,5316_20170113_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
86590,Fork and Spoon Productions,"2565 03rd St, #336",San Francisco,CA,94107,,,,,86590_20161209,12/09/2016 12:00:00 AM,,Routine - Unscheduled,,,,,,,,,
91028,New York Pizza Kitchen,127 Eddy St,San Francisco,CA,94102,,,,,91028_20171027,10/27/2017 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
81303,Village Pizzeria,1 Clement St,San Francisco,CA,94118,,,,14155222100,81303_20180201,02/01/2018 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
83589,City Pizza and Burger Inc.,464 Broadway St,San Francisco,CA,94133,,,,,83589_20161007,10/07/2016 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
75258,The Battery - Main Kitchen,717 Battery St 1st Floor,San Francisco,CA,94111,,,,,75258_20170614,06/14/2017 12:00:00 AM,,Routine - Unscheduled,75258_20170614_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
79272,Dim Sum Club,2550 Van Ness Ave,San Francisco,CA,94109,,,,,79272_20180108,01/08/2018 12:00:00 AM,,Routine - Unscheduled,79272_20180108_103102,Unclean hands or improper use of gloves,High Risk,,,,,,
80236,Spinnerie,1401 Polk St,San Francisco,CA,94109,,,,,80236_20180205,02/05/2018 12:00:00 AM,,Routine - Unscheduled,80236_20180205_103103,High risk food holding temperature,High Risk,,,,,,
77750,Pollo,2823 Mission St,San Francisco,CA,94110,,,,14159729942,77750_20171212,12/12/2017 12:00:00 AM,,Routine - Unscheduled,77750_20171212_103142,Unclean nonfood contact surfaces,Low Risk,,,,,,
67862,The Social Study,1795 Geary Blvd,San Francisco,CA,94115,,,,,67862_20180227,02/27/2018 12:00:00 AM,,Routine - Unscheduled,67862_20180227_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
83990,Counter Offer,806 S Van Ness Ave,San Francisco,CA,94110,,,,14155821800,83990_20170825,08/25/2017 12:00:00 AM,,Routine - Unscheduled,83990_20170825_103142,Unclean nonfood contact surfaces,Low Risk,,,,,,
81245,Green Bar,3 Embarcadero Center  Lobby Level,San Francisco,CA,94111,,,,,81245_20171002,10/02/2017 12:00:00 AM,,Routine - Unscheduled,81245_20171002_103161,Low risk vermin infestation,Low Risk,,,,,,
80164,Ramen Underground,356 Kearny St,San Francisco,CA,94108,,,,,80164_20170922,09/22/2017 12:00:00 AM,,Routine - Unscheduled,80164_20170922_103114,High risk vermin infestation,High Risk,,,,,,
78911,Samovar Tea Mission LLC,411 Valencia St,San Francisco,CA,94103,,,,14155624700,78911_20180202,02/02/2018 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
77767,The Willows,1582 Folsom St,San Francisco,CA,94103,,,,,77767_20161128,11/28/2016 12:00:00 AM,,Routine - Unscheduled,77767_20161128_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,,
89324,August1Five,524 Van Ness Ave,San Francisco,CA,94102,,,,,89324_20170302,03/02/2017 12:00:00 AM,,Routine - Unscheduled,89324_20170302_103105,Improper cooling methods,High Risk,,,,,,
79525,El Ahorro,3456 Mission St,San Francisco,CA,94110,,,,,79525_20170823,08/23/2017 12:00:00 AM,,Routine - Unscheduled,79525_20170823_103103,High risk food holding temperature,High Risk,,,,,,
90315,BeQue Restaurant,1581 Webster St 145,San Francisco,CA,94115,,,,14158231170,90315_20170329,03/29/2017 12:00:00 AM,,Routine - Unscheduled,90315_20170329_103143,Inadequate warewashing facilities or equipment,Low Risk,,,,,,
88574,Teaspoon,2125 Polk St,San Francisco,CA,94109,,,,,88574_20161121,11/21/2016 12:00:00 AM,,Routine - Unscheduled,88574_20161121_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
77562,Ha Tien Cove,1650 Holloway Ave Student Ctr. West Plaza Alcove B,San Francisco,CA,94132,,,,14155337188,77562_20171213,12/13/2017 12:00:00 AM,,Routine - Unscheduled,77562_20171213_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,,
78215,Mission Chinese Food SF,2234 Mission St,San Francisco,CA,94110,,,,14155862800,78215_20180305,03/05/2018 12:00:00 AM,,Routine - Unscheduled,78215_20180305_103139,Improper food storage,Low Risk,,,,,,
95560,Joey and Pat's Bakery & Coffee,2499 Folsom St,San Francisco,CA,94110,,,,,95560_20190508,05/08/2019 12:00:00 AM,,Routine - Unscheduled,95560_20190508_103131,Moderate risk vermin infestation,Moderate Risk,,,,,,
74305,Luke's Local,1750 Cesar Chavez St Unit E,San Francisco,CA,94124,,,,,74305_20190517,05/17/2019 12:00:00 AM,,Routine - Unscheduled,74305_20190517_103156,Permit license or inspection report not posted,Low Risk,,,,,,
74594,Shabusen,1726 Buchannan St,San Francisco,CA,94115,,,,,74594_20161005,10/05/2016 12:00:00 AM,,Routine - Unscheduled,74594_20161005_103133,Foods not protected from contamination,Moderate Risk,,,,,,
92200,San Francisco Proper Hotel,1100 Market St Basement,San Francisco,CA,94102,,,,,92200_20170630,06/30/2017 12:00:00 AM,,New Construction,,,,,,,,,
79729,Burger King #4474,1200 Market St,San Francisco,CA,94102,,,,,79729_20161018,10/18/2016 12:00:00 AM,,Routine - Unscheduled,79729_20161018_103131,Moderate risk vermin infestation,Moderate Risk,,,,,,
83971,Moscone North Lower Lobby,747 Howard St,San Francisco,CA,94103,,,,,83971_20170303,03/03/2017 12:00:00 AM,,Routine - Unscheduled,83971_20170303_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
87628,Halal Cart SF,1 Market St,San Francisco,CA,94105,,,,,87628_20170124,01/24/2017 12:00:00 AM,,Structural Inspection,87628_20170124_103156,Permit license or inspection report not posted,Low Risk,,,,,,
80242,Wing Lee BBQ Restaurant,501 Clement St.,San Francisco,CA,94118,,,,,80242_20170501,05/01/2017 12:00:00 AM,,Routine - Unscheduled,80242_20170501_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
92665,Mogador Moroccan Cafe and Cuisine,105 Valencia St.,San Francisco,CA,94103,,,,,92665_20170907,09/07/2017 12:00:00 AM,,New Construction,,,,,,,,,
89133,The Epicurian Trader,1909 A Union St,San Francisco,CA,94123,,,,,89133_20170817,08/17/2017 12:00:00 AM,,Reinspection/Followup,,,,,,,,,
91189,Peet's Coffee and Tea,155 Montgomery St,San Francisco,CA,94104,,,,,91189_20170324,03/24/2017 12:00:00 AM,,New Construction,,,,,,,,,
77543,Jack in the Box,2739 Taylor St,San Francisco,CA,94133,,,,,77543_20171006,10/06/2017 12:00:00 AM,,Routine - Unscheduled,,,,,,,,,
85377,El Toro,2470 San Bruno Ave,San Francisco,CA,94134,,,,,85377_20180108,01/08/2018 12:00:00 AM,,Routine - Unscheduled,85377_20180108_103145,Improper storage of equipment utensils or linens,Low Risk,,,,,,
84921,Mission Foodhall,3100 16th St,San Francisco,CA,94103,,,,14155859805,84921_20180111,01/11/2018 12:00:00 AM,,Routine - Unscheduled,84921_20180111_103161,Low risk vermin infestation,Low Risk,,,,,,
86486,Surisan,505 Beach St,San Francisco,CA,94133,,,,,86486_20180228,02/28/2018 12:00:00 AM,,Routine - Unscheduled,86486_20180228_103133,Foods not protected from contamination,Moderate Risk,,,,,,
81759,Sally's Restaurant and Deli,300 De Haro St #332,San Francisco,CA,94103,,,,,81759_20161006,10/06/2016 12:00:00 AM,,Routine - Unscheduled,81759_20161006_103133,Foods not protected from contamination,Moderate Risk,,,,,,
90310,Zita,2862 24th St.,San Francisco,CA,94110,,,,,90310_20171107,11/07/2017 12:00:00 AM,,Routine - Unscheduled,,,,,,,,,
89027,Boba Guys,1002 16th St.,San Francisco,CA,94107,,,,,89027_20170306,03/06/2017 12:00:00 AM,,New Construction,,,,,,,,,
74191,Andersen Bread,2 Embarcadero Center  R-2203-4,San Francisco,CA,94111,,,,,74191_20170925,09/25/2017 12:00:00 AM,,Routine - Unscheduled,74191_20170925_103109,Unclean or unsanitary food contact surfaces,High Risk,,,,,,
86283,The Baked Bear,2824 Jones St,San Francisco,CA,94133,,,,,86283_20170719,07/19/2017 12:00:00 AM,,Routine - Unscheduled,86283_20170719_103121,Inadequate procedures or records for time as a public health control,Moderate Risk,,,,,,
88459,Philz Coffee,1110 Ocean Ave,San Francisco,CA,94112,,,,14155835933,88459_20170727,07/27/2017 12:00:00 AM,,Routine - Unscheduled,88459_20170727_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,,
87791,Maple Restaurant,5820 Mission St,San Francisco,CA,94112,,,,,87791_20180301,03/01/2018 12:00:00 AM,,Routine - Unscheduled,87791_20180301_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,,
81365,The Epicurean Trader,401 Cortland Ave,San Francisco,CA,94110,,,,14155603407,81365_20190422,04/22/2019 12:00:00 AM,,Routine - Unscheduled,81365_20190422_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,,
67862,The Social Study,1795 Geary Blvd,San Francisco,CA,94115,,,,,67862_20161011,10/11/2016 12:00:00 AM,,Routine - Unscheduled,67862_20161011_103139,Improper food storage,Low Risk,,,,,,
100010,ILLY CAFFE SF_PIER 39,PIER 39  K-106-B,San Francisco,CA,94133,,,,14154827284,100010_20190403,04/03/2019 12:00:00 AM,,Routine - Unscheduled,,,,,,,,,
87799,"Yin Du Wonton Noodle, LLC",648 Pacific Ave,San Francisco,CA,94133,,,,,87799_20171114,11/14/2017 12:00:00 AM,,Routine - Unscheduled,87799_20171114_103103,High risk food holding temperature,High Risk,,,,,,
